,Sexo,codPr,Provincias,Periodo,Year,Trimestre,mes,date,actividad,empleo,paro
4346,Mujeres,40,Segovia,2016T1,2016,1,3,2016-03-25,53.04,42.19,20.45
4378,Mujeres,41,Sevilla,2019T4,2019,4,12,2019-12-25,53.16,41.4,22.12
4379,Mujeres,41,Sevilla,2019T3,2019,3,9,2019-09-25,53.04,39.74,25.09
4380,Mujeres,41,Sevilla,2019T2,2019,2,6,2019-06-25,53.52,39.77,25.69
4381,Mujeres,41,Sevilla,2019T1,2019,1,3,2019-03-25,53.1,39.6,25.42
4382,Mujeres,41,Sevilla,2018T4,2018,4,12,2018-12-25,53.22,40.03,24.79
4383,Mujeres,41,Sevilla,2018T3,2018,3,9,2018-09-25,52.72,39.24,25.56
4384,Mujeres,41,Sevilla,2018T2,2018,2,6,2018-06-25,52.63,39.4,25.13
4385,Mujeres,41,Sevilla,2018T1,2018,1,3,2018-03-25,52.46,38.21,27.15
4386,Mujeres,41,Sevilla,2017T4,2017,4,12,2017-12-25,52.08,39.02,25.08
4387,Mujeres,41,Sevilla,2017T3,2017,3,9,2017-09-25,52.0,38.77,25.45
4388,Mujeres,41,Sevilla,2017T2,2017,2,6,2017-06-25,52.97,38.89,26.59
4389,Mujeres,41,Sevilla,2017T1,2017,1,3,2017-03-25,52.9,37.51,29.09
4390,Mujeres,41,Sevilla,2016T4,2016,4,12,2016-12-25,53.11,37.43,29.53
4391,Mujeres,41,Sevilla,2016T3,2016,3,9,2016-09-25,52.13,36.08,30.79
4392,Mujeres,41,Sevilla,2016T2,2016,2,6,2016-06-25,53.09,38.04,28.34
4393,Mujeres,41,Sevilla,2016T1,2016,1,3,2016-03-25,52.98,36.24,31.61
4425,Mujeres,42,Soria,2019T4,2019,4,12,2019-12-25,53.61,48.43,9.66
4426,Mujeres,42,Soria,2019T3,2019,3,9,2019-09-25,55.4,50.77,8.35
4427,Mujeres,42,Soria,2019T2,2019,2,6,2019-06-25,53.08,46.56,12.28
4428,Mujeres,42,Soria,2019T1,2019,1,3,2019-03-25,51.47,46.78,9.12
4429,Mujeres,42,Soria,2018T4,2018,4,12,2018-12-25,50.89,48.34,5.0
4430,Mujeres,42,Soria,2018T3,2018,3,9,2018-09-25,53.18,48.18,9.4
4431,Mujeres,42,Soria,2018T2,2018,2,6,2018-06-25,53.41,47.43,11.19
4432,Mujeres,42,Soria,2018T1,2018,1,3,2018-03-25,55.15,49.04,11.08
4433,Mujeres,42,Soria,2017T4,2017,4,12,2017-12-25,56.09,50.1,10.68
4434,Mujeres,42,Soria,2017T3,2017,3,9,2017-09-25,53.06,48.27,9.03
4435,Mujeres,42,Soria,2017T2,2017,2,6,2017-06-25,56.09,48.04,14.36
4436,Mujeres,42,Soria,2017T1,2017,1,3,2017-03-25,51.62,43.56,15.63
4437,Mujeres,42,Soria,2016T4,2016,4,12,2016-12-25,51.68,44.12,14.62
4438,Mujeres,42,Soria,2016T3,2016,3,9,2016-09-25,47.96,41.18,14.15
4439,Mujeres,42,Soria,2016T2,2016,2,6,2016-06-25,46.63,38.32,17.83
4440,Mujeres,42,Soria,2016T1,2016,1,3,2016-03-25,46.2,38.18,17.35
4472,Mujeres,43,Tarragona,2019T4,2019,4,12,2019-12-25,52.9,46.8,11.53
4473,Mujeres,43,Tarragona,2019T3,2019,3,9,2019-09-25,54.11,47.63,11.98
4474,Mujeres,43,Tarragona,2019T2,2019,2,6,2019-06-25,54.05,45.79,15.28
4475,Mujeres,43,Tarragona,2019T1,2019,1,3,2019-03-25,52.46,43.12,17.79
4476,Mujeres,43,Tarragona,2018T4,2018,4,12,2018-12-25,53.18,43.76,17.73
4477,Mujeres,43,Tarragona,2018T3,2018,3,9,2018-09-25,55.07,46.92,14.8
4478,Mujeres,43,Tarragona,2018T2,2018,2,6,2018-06-25,54.82,46.12,15.88
4479,Mujeres,43,Tarragona,2018T1,2018,1,3,2018-03-25,55.73,46.2,17.09
4480,Mujeres,43,Tarragona,2017T4,2017,4,12,2017-12-25,55.15,45.13,18.17
4481,Mujeres,43,Tarragona,2017T3,2017,3,9,2017-09-25,55.08,47.27,14.17
4482,Mujeres,43,Tarragona,2017T2,2017,2,6,2017-06-25,56.08,47.76,14.85
4483,Mujeres,43,Tarragona,2017T1,2017,1,3,2017-03-25,52.49,41.44,21.06
4484,Mujeres,43,Tarragona,2016T4,2016,4,12,2016-12-25,51.54,41.97,18.56
4485,Mujeres,43,Tarragona,2016T3,2016,3,9,2016-09-25,54.64,44.61,18.35
4486,Mujeres,43,Tarragona,2016T2,2016,2,6,2016-06-25,54.72,42.52,22.29
4487,Mujeres,43,Tarragona,2016T1,2016,1,3,2016-03-25,54.7,41.98,23.26
4519,Mujeres,44,Teruel,2019T4,2019,4,12,2019-12-25,52.08,46.82,10.09
4520,Mujeres,44,Teruel,2019T3,2019,3,9,2019-09-25,51.34,45.78,10.83
4521,Mujeres,44,Teruel,2019T2,2019,2,6,2019-06-25,51.56,44.58,13.53
4522,Mujeres,44,Teruel,2019T1,2019,1,3,2019-03-25,48.81,43.01,11.88
4523,Mujeres,44,Teruel,2018T4,2018,4,12,2018-12-25,49.55,44.95,9.3
4524,Mujeres,44,Teruel,2018T3,2018,3,9,2018-09-25,51.18,45.65,10.81
4525,Mujeres,44,Teruel,2018T2,2018,2,6,2018-06-25,49.35,44.43,9.95
4526,Mujeres,44,Teruel,2018T1,2018,1,3,2018-03-25,47.37,41.13,13.18
4527,Mujeres,44,Teruel,2017T4,2017,4,12,2017-12-25,48.37,41.74,13.7
4528,Mujeres,44,Teruel,2017T3,2017,3,9,2017-09-25,49.77,43.26,13.09
4529,Mujeres,44,Teruel,2017T2,2017,2,6,2017-06-25,50.19,40.81,18.69
4530,Mujeres,44,Teruel,2017T1,2017,1,3,2017-03-25,47.36,38.08,19.58
4531,Mujeres,44,Teruel,2016T4,2016,4,12,2016-12-25,49.77,41.44,16.73
4532,Mujeres,44,Teruel,2016T3,2016,3,9,2016-09-25,52.55,42.86,18.44
4533,Mujeres,44,Teruel,2016T2,2016,2,6,2016-06-25,50.95,41.91,17.74
4534,Mujeres,44,Teruel,2016T1,2016,1,3,2016-03-25,52.22,42.49,18.62
4566,Mujeres,45,Toledo,2019T4,2019,4,12,2019-12-25,52.43,41.21,21.4
4567,Mujeres,45,Toledo,2019T3,2019,3,9,2019-09-25,51.57,40.71,21.05
4568,Mujeres,45,Toledo,2019T2,2019,2,6,2019-06-25,51.59,39.28,23.86
4569,Mujeres,45,Toledo,2019T1,2019,1,3,2019-03-25,52.42,40.48,22.77
4570,Mujeres,45,Toledo,2018T4,2018,4,12,2018-12-25,52.26,39.36,24.69
4571,Mujeres,45,Toledo,2018T3,2018,3,9,2018-09-25,51.68,38.63,25.25
4572,Mujeres,45,Toledo,2018T2,2018,2,6,2018-06-25,51.48,36.0,30.06
4573,Mujeres,45,Toledo,2018T1,2018,1,3,2018-03-25,51.49,35.85,30.37
4574,Mujeres,45,Toledo,2017T4,2017,4,12,2017-12-25,52.91,38.38,27.46
4575,Mujeres,45,Toledo,2017T3,2017,3,9,2017-09-25,51.14,38.52,24.68
4576,Mujeres,45,Toledo,2017T2,2017,2,6,2017-06-25,51.89,37.28,28.15
4577,Mujeres,45,Toledo,2017T1,2017,1,3,2017-03-25,53.37,37.9,28.98
4578,Mujeres,45,Toledo,2016T4,2016,4,12,2016-12-25,53.21,37.46,29.59
4579,Mujeres,45,Toledo,2016T3,2016,3,9,2016-09-25,52.32,36.78,29.71
4580,Mujeres,45,Toledo,2016T2,2016,2,6,2016-06-25,52.63,35.36,32.81
4581,Mujeres,45,Toledo,2016T1,2016,1,3,2016-03-25,51.92,34.49,33.58
4613,Mujeres,46,Valencia,2019T4,2019,4,12,2019-12-25,51.54,43.68,15.24
4614,Mujeres,46,Valencia,2019T3,2019,3,9,2019-09-25,51.84,43.2,16.66
4615,Mujeres,46,Valencia,2019T2,2019,2,6,2019-06-25,52.38,43.83,16.32
4616,Mujeres,46,Valencia,2019T1,2019,1,3,2019-03-25,52.77,44.4,15.86
4617,Mujeres,46,Valencia,2018T4,2018,4,12,2018-12-25,52.98,44.44,16.11
4618,Mujeres,46,Valencia,2018T3,2018,3,9,2018-09-25,53.17,43.49,18.21
4619,Mujeres,46,Valencia,2018T2,2018,2,6,2018-06-25,54.04,44.34,17.96
4620,Mujeres,46,Valencia,2018T1,2018,1,3,2018-03-25,53.12,43.78,17.58
4621,Mujeres,46,Valencia,2017T4,2017,4,12,2017-12-25,54.34,44.02,18.98
4622,Mujeres,46,Valencia,2017T3,2017,3,9,2017-09-25,53.36,42.76,19.86
4623,Mujeres,46,Valencia,2017T2,2017,2,6,2017-06-25,53.57,42.02,21.57
4624,Mujeres,46,Valencia,2017T1,2017,1,3,2017-03-25,54.27,42.61,21.47
4625,Mujeres,46,Valencia,2016T4,2016,4,12,2016-12-25,55.65,43.02,22.7
4626,Mujeres,46,Valencia,2016T3,2016,3,9,2016-09-25,54.01,41.24,23.65
4627,Mujeres,46,Valencia,2016T2,2016,2,6,2016-06-25,54.64,42.14,22.88
4628,Mujeres,46,Valencia,2016T1,2016,1,3,2016-03-25,54.3,42.93,20.95
4660,Mujeres,47,Valladolid,2019T4,2019,4,12,2019-12-25,52.93,46.68,11.8
4661,Mujeres,47,Valladolid,2019T3,2019,3,9,2019-09-25,52.09,44.9,13.81
4662,Mujeres,47,Valladolid,2019T2,2019,2,6,2019-06-25,52.42,46.63,11.03
4663,Mujeres,47,Valladolid,2019T1,2019,1,3,2019-03-25,52.04,45.62,12.34
4664,Mujeres,47,Valladolid,2018T4,2018,4,12,2018-12-25,53.55,47.31,11.66
4665,Mujeres,47,Valladolid,2018T3,2018,3,9,2018-09-25,52.16,46.62,10.61
4666,Mujeres,47,Valladolid,2018T2,2018,2,6,2018-06-25,51.93,45.18,12.98
4667,Mujeres,47,Valladolid,2018T1,2018,1,3,2018-03-25,51.69,44.4,14.12
4668,Mujeres,47,Valladolid,2017T4,2017,4,12,2017-12-25,52.59,44.35,15.68
4669,Mujeres,47,Valladolid,2017T3,2017,3,9,2017-09-25,51.12,42.89,16.09
4670,Mujeres,47,Valladolid,2017T2,2017,2,6,2017-06-25,51.54,43.7,15.21
4671,Mujeres,47,Valladolid,2017T1,2017,1,3,2017-03-25,51.02,44.28,13.2
4672,Mujeres,47,Valladolid,2016T4,2016,4,12,2016-12-25,51.58,44.44,13.84
4673,Mujeres,47,Valladolid,2016T3,2016,3,9,2016-09-25,50.33,43.56,13.45
4674,Mujeres,47,Valladolid,2016T2,2016,2,6,2016-06-25,51.06,43.3,15.19
4675,Mujeres,47,Valladolid,2016T1,2016,1,3,2016-03-25,52.11,43.66,16.21
4707,Mujeres,49,Zamora,2019T4,2019,4,12,2019-12-25,44.94,37.07,17.5
4708,Mujeres,49,Zamora,2019T3,2019,3,9,2019-09-25,45.66,39.06,14.46
4709,Mujeres,49,Zamora,2019T2,2019,2,6,2019-06-25,45.66,37.96,16.86
4710,Mujeres,49,Zamora,2019T1,2019,1,3,2019-03-25,43.8,36.45,16.78
4711,Mujeres,49,Zamora,2018T4,2018,4,12,2018-12-25,42.65,35.12,17.66
4712,Mujeres,49,Zamora,2018T3,2018,3,9,2018-09-25,43.99,34.75,21.0
4713,Mujeres,49,Zamora,2018T2,2018,2,6,2018-06-25,42.63,33.36,21.75
4714,Mujeres,49,Zamora,2018T1,2018,1,3,2018-03-25,41.85,31.86,23.89
4715,Mujeres,49,Zamora,2017T4,2017,4,12,2017-12-25,45.42,35.57,21.69
4716,Mujeres,49,Zamora,2017T3,2017,3,9,2017-09-25,44.55,35.66,19.95
4717,Mujeres,49,Zamora,2017T2,2017,2,6,2017-06-25,46.1,36.61,20.59
4718,Mujeres,49,Zamora,2017T1,2017,1,3,2017-03-25,47.15,37.78,19.87
4719,Mujeres,49,Zamora,2016T4,2016,4,12,2016-12-25,48.82,37.6,22.98
4720,Mujeres,49,Zamora,2016T3,2016,3,9,2016-09-25,46.93,35.2,24.99
4721,Mujeres,49,Zamora,2016T2,2016,2,6,2016-06-25,45.22,34.21,24.35
4722,Mujeres,49,Zamora,2016T1,2016,1,3,2016-03-25,45.71,34.12,25.36
4754,Mujeres,50,Zaragoza,2019T4,2019,4,12,2019-12-25,53.81,47.41,11.89
4755,Mujeres,50,Zaragoza,2019T3,2019,3,9,2019-09-25,53.82,47.78,11.22
4756,Mujeres,50,Zaragoza,2019T2,2019,2,6,2019-06-25,53.91,47.51,11.87
4757,Mujeres,50,Zaragoza,2019T1,2019,1,3,2019-03-25,53.41,46.67,12.62
4758,Mujeres,50,Zaragoza,2018T4,2018,4,12,2018-12-25,54.41,47.14,13.35
4759,Mujeres,50,Zaragoza,2018T3,2018,3,9,2018-09-25,53.57,46.81,12.62
4760,Mujeres,50,Zaragoza,2018T2,2018,2,6,2018-06-25,53.79,48.0,10.76
4761,Mujeres,50,Zaragoza,2018T1,2018,1,3,2018-03-25,53.26,46.42,12.84
4762,Mujeres,50,Zaragoza,2017T4,2017,4,12,2017-12-25,53.58,45.47,15.13
4763,Mujeres,50,Zaragoza,2017T3,2017,3,9,2017-09-25,52.16,44.38,14.91
4764,Mujeres,50,Zaragoza,2017T2,2017,2,6,2017-06-25,54.15,45.97,15.11
4765,Mujeres,50,Zaragoza,2017T1,2017,1,3,2017-03-25,53.92,44.99,16.57
4766,Mujeres,50,Zaragoza,2016T4,2016,4,12,2016-12-25,53.59,44.8,16.4
4767,Mujeres,50,Zaragoza,2016T3,2016,3,9,2016-09-25,53.62,43.18,19.47
4768,Mujeres,50,Zaragoza,2016T2,2016,2,6,2016-06-25,54.88,44.51,18.91
4769,Mujeres,50,Zaragoza,2016T1,2016,1,3,2016-03-25,53.84,43.35,19.49
4801,Mujeres,51,Ceuta,2019T4,2019,4,12,2019-12-25,48.88,33.74,30.96
4802,Mujeres,51,Ceuta,2019T3,2019,3,9,2019-09-25,49.49,33.39,32.54
4803,Mujeres,51,Ceuta,2019T2,2019,2,6,2019-06-25,46.93,34.1,27.34
4804,Mujeres,51,Ceuta,2019T1,2019,1,3,2019-03-25,49.91,36.03,27.82
4805,Mujeres,51,Ceuta,2018T4,2018,4,12,2018-12-25,47.3,32.86,30.53
4806,Mujeres,51,Ceuta,2018T3,2018,3,9,2018-09-25,53.83,32.42,39.79
4807,Mujeres,51,Ceuta,2018T2,2018,2,6,2018-06-25,54.54,35.12,35.61
4808,Mujeres,51,Ceuta,2018T1,2018,1,3,2018-03-25,53.14,32.53,38.77
4809,Mujeres,51,Ceuta,2017T4,2017,4,12,2017-12-25,49.41,32.83,33.54
4810,Mujeres,51,Ceuta,2017T3,2017,3,9,2017-09-25,47.97,32.31,32.64
4811,Mujeres,51,Ceuta,2017T2,2017,2,6,2017-06-25,44.83,33.91,24.36
4812,Mujeres,51,Ceuta,2017T1,2017,1,3,2017-03-25,48.43,35.28,27.15
4813,Mujeres,51,Ceuta,2016T4,2016,4,12,2016-12-25,46.6,33.89,27.28
4814,Mujeres,51,Ceuta,2016T3,2016,3,9,2016-09-25,47.32,30.93,34.62
4815,Mujeres,51,Ceuta,2016T2,2016,2,6,2016-06-25,46.48,31.64,31.93
4816,Mujeres,51,Ceuta,2016T1,2016,1,3,2016-03-25,49.49,32.73,33.88
4848,Mujeres,52,Melilla,2019T4,2019,4,12,2019-12-25,52.77,35.25,33.2
4849,Mujeres,52,Melilla,2019T3,2019,3,9,2019-09-25,53.08,33.57,36.76
4850,Mujeres,52,Melilla,2019T2,2019,2,6,2019-06-25,54.39,37.59,30.9
4851,Mujeres,52,Melilla,2019T1,2019,1,3,2019-03-25,54.81,38.37,30.01
4852,Mujeres,52,Melilla,2018T4,2018,4,12,2018-12-25,54.14,38.99,27.99
4853,Mujeres,52,Melilla,2018T3,2018,3,9,2018-09-25,55.68,37.79,32.12
4854,Mujeres,52,Melilla,2018T2,2018,2,6,2018-06-25,56.36,37.63,33.22
4855,Mujeres,52,Melilla,2018T1,2018,1,3,2018-03-25,51.8,34.74,32.94
4856,Mujeres,52,Melilla,2017T4,2017,4,12,2017-12-25,50.54,35.04,30.67
4857,Mujeres,52,Melilla,2017T3,2017,3,9,2017-09-25,49.84,31.76,36.27
4858,Mujeres,52,Melilla,2017T2,2017,2,6,2017-06-25,48.88,28.74,41.19
4859,Mujeres,52,Melilla,2017T1,2017,1,3,2017-03-25,47.71,27.62,42.1
4860,Mujeres,52,Melilla,2016T4,2016,4,12,2016-12-25,48.84,31.59,35.32
4861,Mujeres,52,Melilla,2016T3,2016,3,9,2016-09-25,47.97,28.28,41.04
4862,Mujeres,52,Melilla,2016T2,2016,2,6,2016-06-25,43.92,26.34,40.03
4863,Mujeres,52,Melilla,2016T1,2016,1,3,2016-03-25,44.5,29.28,34.2
